id,cuisine
10731,french
10735,spanish
10736,southern_us
10737,indian
10739,spanish
10741,cajun_creole
10742,russian
10746,southern_us
10747,chinese
10748,italian
10750,mexican
10751,indian
10752,russian
10753,filipino
10754,italian
10755,thai
10756,korean
10757,thai
10758,southern_us
10759,cajun_creole
10760,indian
10761,spanish
10762,japanese
10763,moroccan
10764,french
10765,indian
10766,filipino
10769,thai
10770,mexican
10771,french
10772,southern_us
10773,mexican
10775,french
10776,italian
10777,italian
10778,chinese
10779,southern_us
10780,vietnamese
10781,southern_us
10782,greek
10783,italian
10784,indian
10785,thai
10786,southern_us
10787,italian
10788,vietnamese
10789,italian
10790,indian
10791,southern_us
10792,southern_us
10793,southern_us
10794,mexican
10795,cajun_creole
10796,irish
10797,southern_us
10798,italian
10799,greek
10801,cajun_creole
10802,southern_us
10803,italian
10804,italian
10805,mexican
10806,french
10807,thai
10808,russian
10809,italian
10811,cajun_creole
10812,chinese
10813,southern_us
10814,thai
10815,chinese
10816,greek
10817,italian
10818,southern_us
10820,italian
10821,french
10822,italian
10823,greek
10824,spanish
10825,korean
10827,irish
10828,mexican
10829,italian
10830,indian
10831,mexican
10832,thai
10833,chinese
10834,thai
10835,southern_us
10836,mexican
10837,italian
10838,italian
10839,southern_us
10840,southern_us
10842,cajun_creole
10844,french
10845,italian
10846,cajun_creole
10847,chinese
10850,southern_us
10851,filipino
10853,italian
10854,southern_us
10855,mexican
10857,southern_us
10858,chinese
10860,southern_us
10862,mexican
10864,southern_us
10866,italian
10867,french
10868,southern_us
10869,southern_us
10870,chinese
10872,italian
10873,chinese
10874,italian
10876,mexican
10877,vietnamese
10880,italian
10881,cajun_creole
10883,indian
10884,indian
10885,italian
10886,mexican
10887,japanese
10888,indian
10889,southern_us
10890,british
10891,thai
10892,filipino
10893,southern_us
10895,italian
10897,italian
10898,japanese
10899,irish
10900,southern_us
10901,cajun_creole
10902,mexican
10903,french
10904,korean
10905,mexican
10906,french
10907,chinese
10908,southern_us
10909,mexican
10910,indian
10912,mexican
10913,indian
10914,italian
10915,chinese
10916,italian
10917,cajun_creole
10918,british
10919,southern_us
10920,chinese
10921,thai
10923,italian
10924,mexican
10925,indian
10926,greek
10927,indian
10928,southern_us
10929,southern_us
10930,brazilian
10931,greek
10932,french
10934,cajun_creole
10936,southern_us
10937,russian
10938,mexican
10940,irish
10941,southern_us
10944,chinese
10945,italian
10946,italian
10947,italian
10948,thai
10949,southern_us
10951,cajun_creole
10952,moroccan
10953,southern_us
10956,indian
10957,thai
10958,italian
10959,indian
10960,italian
10962,italian
10963,chinese
10965,irish
10966,italian
10969,mexican
10970,cajun_creole
10971,spanish
10972,thai
10973,indian
10975,thai
10976,french
10977,russian
10978,french
10979,mexican
10981,italian
10982,french
10984,korean
10985,mexican
10986,southern_us
10987,mexican
10988,vietnamese
10989,indian
10990,chinese
10991,mexican
10992,chinese
10995,chinese
10996,cajun_creole
10997,indian
10998,cajun_creole
10999,spanish
11000,italian
11001,cajun_creole
11002,mexican
11003,indian
11004,thai
11005,italian
11007,mexican
11008,moroccan
11009,french
11010,indian
11012,korean
11013,french
11015,cajun_creole
11017,indian
11019,vietnamese
11020,french
11021,southern_us
11022,italian
11023,vietnamese
11024,mexican
11025,southern_us
11026,thai
11027,russian
11028,russian
11029,italian
11030,greek
11031,moroccan
11032,french
11033,southern_us
11034,british
11035,thai
11036,mexican
11037,cajun_creole
11038,italian
11039,chinese
11042,southern_us
11043,italian
11044,italian
11047,southern_us
11048,thai
11049,thai
11050,japanese
11051,italian
11052,mexican
11054,spanish
11055,italian
11057,jamaican
11058,mexican
11059,thai
11060,cajun_creole
11063,indian
11064,british
11065,mexican
11066,italian
11067,chinese
11068,southern_us
11069,mexican
11070,vietnamese
11073,southern_us
11074,italian
11075,southern_us
11077,chinese
11078,cajun_creole
11079,italian
11080,french
11082,southern_us
11084,brazilian
11085,italian
11086,filipino
11087,mexican
11088,italian
11089,korean
11090,mexican
11091,italian
11092,mexican
11093,mexican
11094,mexican
11096,mexican
11097,thai
11099,italian
11100,italian
11101,cajun_creole
11105,mexican
11107,southern_us
11108,italian
11109,italian
11110,italian
11111,greek
11113,japanese
11114,indian
11115,italian
11116,italian
11117,jamaican
11118,italian
11119,southern_us
11120,mexican
11121,indian
11122,chinese
11123,southern_us
11124,italian
11127,indian
11128,italian
11130,japanese
11131,mexican
11133,italian
11135,british
11137,mexican
11138,indian
11139,greek
11140,italian
11141,indian
11142,filipino
11143,indian
11144,british
11146,southern_us
11147,russian
11148,indian
11149,filipino
11152,indian
11155,indian
11156,indian
11157,indian
11158,chinese
11159,thai
11160,thai
11161,indian
11163,italian
11164,italian
11166,indian
11167,southern_us
11168,mexican
11169,filipino
11170,thai
11171,british
11172,korean
11174,italian
11175,italian
11176,southern_us
11177,thai
11178,chinese
11179,italian
11180,chinese
11181,italian
11182,chinese
11184,mexican
11185,thai
11186,southern_us
11187,greek
11188,mexican
11189,indian
11190,indian
11192,chinese
11193,thai
11195,thai
11198,moroccan
11199,italian
11200,italian
11202,french
11203,chinese
11205,mexican
11206,italian
11207,mexican
11209,filipino
11210,irish
11212,vietnamese
11214,southern_us
11219,mexican
11220,filipino
11221,mexican
11222,mexican
11224,thai
11225,french
11226,italian
11227,moroccan
11228,italian
11229,korean
11230,chinese
11231,mexican
11232,chinese
11233,indian
11234,mexican
11235,british
11236,mexican
11237,greek
11238,italian
11240,greek
11241,italian
11242,italian
11243,mexican
11245,greek
11246,mexican
11247,japanese
11248,chinese
11249,mexican
11250,japanese
11251,italian
11252,southern_us
11253,southern_us
11254,indian
11255,jamaican
11256,mexican
11257,indian
11259,mexican
11260,indian
11261,italian
11262,thai
11264,italian
11266,mexican
11267,mexican
11268,italian
11269,indian
11270,italian
11271,indian
11272,indian
11273,jamaican
11274,japanese
11276,southern_us
11277,southern_us
11279,italian
11280,mexican
11281,italian
11282,mexican
11283,italian
11284,southern_us
11285,mexican
11286,greek
11287,italian
11289,southern_us
11290,greek
11291,russian
11293,french
11294,mexican
11295,italian
11296,italian
11298,indian
11300,filipino
11301,moroccan
11302,southern_us
11303,mexican
11304,southern_us
11305,chinese
11306,mexican
11308,italian
11311,indian
11312,mexican
11313,italian
11315,mexican
11317,italian
11319,chinese
11320,italian
11321,spanish
11322,southern_us
11323,italian
11324,japanese
11325,southern_us
11327,russian
11329,japanese
11330,thai
11331,japanese
11332,french
11333,mexican
11334,mexican
11336,cajun_creole
11337,italian
11338,mexican
11339,indian
11341,vietnamese
11343,greek
11345,french
11346,southern_us
11347,italian
11348,southern_us
11351,italian
11354,brazilian
11357,italian
11359,indian
11360,greek
11361,mexican
11364,italian
11366,spanish
11367,french
11368,moroccan
11371,french
11372,italian
11373,jamaican
11374,italian
11375,southern_us
11376,mexican
11377,mexican
11378,korean
11380,french
11381,thai
11382,french
11383,mexican
11384,thai
11386,cajun_creole
11387,cajun_creole
11388,irish
11389,southern_us
11390,indian
11391,italian
11393,cajun_creole
11394,french
11396,french
11397,italian
11399,brazilian
11401,indian
11402,cajun_creole
11403,greek
11404,cajun_creole
11408,indian
11409,italian
11410,italian
11411,italian
11412,southern_us
11413,moroccan
11414,french
11415,indian
11416,indian
11417,french
11418,italian
11420,chinese
11421,indian
11425,italian
11427,italian
11428,mexican
11429,italian
11430,chinese
11431,vietnamese
11432,italian
11433,chinese
11436,french
11437,japanese
11438,mexican
11440,italian
11441,southern_us
11442,italian
11443,italian
11445,mexican
11446,irish
11447,cajun_creole
11448,mexican
11449,chinese
11451,british
11452,greek
11453,indian
11455,korean
11456,korean
11457,italian
11459,japanese
11461,french
11462,italian
11463,korean
11466,italian
11467,filipino
11468,chinese
11469,chinese
11470,italian
11471,mexican
11473,irish
11478,italian
11480,mexican
11482,filipino
11483,italian
11484,italian
11485,cajun_creole
11486,greek
11487,russian
11488,indian
11491,mexican
11492,southern_us
11493,southern_us
11494,indian
11495,italian
11496,indian
11497,italian
11498,greek
11500,italian
11501,cajun_creole
11502,indian
11503,mexican
11505,chinese
11506,spanish
11509,italian
11510,cajun_creole
11511,mexican
11512,french
11513,italian
11514,french
11515,mexican
11517,chinese
11518,irish
11519,cajun_creole
11520,italian
11521,chinese
11523,chinese
11524,southern_us
11525,mexican
11526,mexican
11527,southern_us
11528,italian
11530,italian
11531,thai
11533,mexican
11534,italian
11535,cajun_creole
11536,indian
11537,spanish
11539,mexican
11540,southern_us
11541,japanese
11542,indian
11543,french
11544,cajun_creole
11545,mexican
11547,italian
11548,korean
11549,mexican
11550,japanese
11551,thai
11552,southern_us
11553,mexican
11554,greek
11555,mexican
11556,southern_us
11557,indian
11558,thai
11561,japanese
11562,indian
11564,chinese
11567,southern_us
11568,chinese
11570,greek
11571,southern_us
11572,mexican
11573,japanese
11574,vietnamese
11578,italian
11579,southern_us
11580,indian
11582,french
11584,indian
11585,indian
11586,indian
11587,italian
11589,irish
11590,chinese
11591,mexican
11592,southern_us
11594,greek
11595,mexican
11596,indian
11598,italian
11600,chinese
11601,southern_us
11602,moroccan
11603,italian
11604,mexican
11605,british
11606,indian
11607,japanese
11608,moroccan
11609,indian
11610,thai
11612,french
11614,mexican
11615,chinese
11616,chinese
11617,jamaican
11620,british
11621,thai
11622,cajun_creole
11623,chinese
11624,russian
11625,japanese
11627,mexican
11628,chinese
11629,japanese
11630,indian
11631,indian
11632,southern_us
11635,italian
11636,southern_us
11637,italian
11638,southern_us
11639,korean
11640,spanish
11641,italian
11642,southern_us
11643,french
11644,french
11645,indian
11646,mexican
11647,cajun_creole
11650,chinese
11651,french
11653,french
11654,chinese
11655,italian
11656,italian
11657,cajun_creole
11659,southern_us
11660,chinese
11662,southern_us
11663,southern_us
11664,mexican
11665,greek
11666,southern_us
11667,italian
11668,russian
11669,irish
11671,southern_us
11672,mexican
11673,chinese
11674,italian
11676,mexican
11677,french
11678,british
11679,cajun_creole
11680,southern_us
11682,chinese
11683,japanese
11684,filipino
11685,indian
11687,thai
11688,southern_us
11689,french
11690,cajun_creole
11691,italian
11692,chinese
11693,mexican
11694,italian
11696,jamaican
11697,indian
11698,french
11699,french
11700,mexican
11702,mexican
11703,mexican
11705,thai
11706,irish
11707,french
11708,italian
11709,chinese
11710,indian
11711,southern_us
11712,vietnamese
11713,thai
11715,mexican
11716,indian
11717,southern_us
11718,thai
11719,indian
11721,italian
11723,southern_us
11724,chinese
11725,chinese
11726,thai
11727,chinese
11729,greek
11730,mexican
11731,mexican
11732,mexican
11733,brazilian
11734,french
11737,vietnamese
11738,filipino
11740,mexican
11742,japanese
11743,greek
11744,italian
11745,italian
11746,jamaican
11747,spanish
11748,indian
11750,mexican
11752,italian
11753,korean
11754,indian
11755,french
11757,british
11758,japanese
11759,mexican
11761,chinese
11762,british
11763,indian
11764,indian
11765,korean
11766,italian
11768,cajun_creole
11769,cajun_creole
11770,mexican
11771,french
11773,chinese
11774,southern_us
11775,chinese
11776,chinese
11777,italian
11778,mexican
11780,italian
11781,chinese
11782,brazilian
11783,southern_us
11785,brazilian
11786,italian
11787,mexican
11789,southern_us
11790,brazilian
11791,cajun_creole
11792,southern_us
11793,thai
11795,italian
11796,chinese
11797,italian
11798,french
11799,southern_us
11800,mexican
11801,korean
11802,vietnamese
11803,moroccan
11804,italian
11805,italian
11807,british
11815,cajun_creole
11816,british
11818,italian
11819,southern_us
11820,italian
11821,french
11822,greek
11823,moroccan
11824,indian
11825,greek
11826,mexican
11827,italian
11828,italian
11829,french
11831,southern_us
11832,mexican
11833,spanish
11835,mexican
11836,italian
11837,vietnamese
11838,indian
11839,italian
11840,filipino
11841,russian
11842,chinese
11843,jamaican
11844,japanese
11845,indian
11846,mexican
11847,vietnamese
11848,mexican
11850,french
11851,spanish
11852,spanish
11853,indian
11854,italian
11855,italian
11856,mexican
11857,mexican
11858,japanese
11859,indian
11860,italian
11862,italian
11863,italian
11865,mexican
11866,japanese
11867,southern_us
11868,mexican
11869,spanish
11870,italian
11871,indian
11872,italian
11873,spanish
11874,jamaican
11876,southern_us
11877,mexican
11878,southern_us
11879,jamaican
11880,indian
11881,southern_us
11883,cajun_creole
11884,southern_us
11886,spanish
11888,southern_us
11889,southern_us
11890,chinese
11891,mexican
11892,british
11893,mexican
11894,mexican
11895,mexican
11896,french
11897,french
11898,italian
11900,jamaican
11901,spanish
11902,italian
11903,italian
11904,italian
11905,indian
11906,italian
11907,thai
11908,moroccan
11909,southern_us
11910,moroccan
11911,japanese
11912,italian
11913,indian
11914,french
11915,southern_us
11916,mexican
11917,italian
11918,indian
11919,italian
11920,chinese
11921,indian
11922,southern_us
11923,japanese
11924,mexican
11925,thai
11926,italian
11927,irish
11929,mexican
11930,indian
11931,french
11933,chinese
11934,thai
11935,korean
11936,french
11937,mexican
11938,mexican
11939,italian
11940,greek
11942,korean
11946,mexican
11947,thai
11948,southern_us
11950,greek
11951,italian
11952,indian
11953,vietnamese
11954,greek
11955,chinese
11956,cajun_creole
11957,italian
11958,vietnamese
11959,mexican
11960,italian
11961,italian
11962,greek
11964,filipino
11966,southern_us
11967,southern_us
11968,cajun_creole
11969,greek
11970,chinese
11971,greek
11972,brazilian
11974,moroccan
11975,mexican
11976,mexican
11977,mexican
11978,brazilian
11979,japanese
11980,southern_us
11981,chinese
11982,southern_us
11983,japanese
11984,mexican
11986,thai
11987,british
11990,italian
11991,indian
11992,japanese
11993,southern_us
11994,japanese
11995,vietnamese
11996,chinese
11997,italian
11998,filipino
11999,italian
12001,vietnamese
12002,chinese
12003,vietnamese
12004,italian
12005,japanese
12006,cajun_creole
12007,spanish
12008,japanese
12010,indian
12011,mexican
12012,moroccan
12013,irish
12015,french
12016,italian
12017,italian
12019,british
12020,italian
12021,italian
12023,filipino
12025,mexican
12026,cajun_creole
12027,russian
12028,japanese
12029,irish
12030,japanese
12031,cajun_creole
12032,italian
12033,italian
12036,japanese
12037,chinese
12038,mexican
12039,moroccan
12040,filipino
12041,mexican
12045,southern_us
12046,southern_us
12047,mexican
12048,mexican
12049,southern_us
12050,southern_us
12051,mexican
12052,japanese
12054,french
12055,italian
12056,southern_us
12058,cajun_creole
12061,russian
12062,southern_us
12063,mexican
12064,irish
12066,french
12067,french
12068,indian
12069,french
12070,mexican
12072,chinese
12073,indian
12074,french
12075,vietnamese
12076,italian
12077,french
12078,italian
12081,italian
12082,cajun_creole
12083,japanese
12084,italian
12085,thai
12086,chinese
12087,mexican
12088,jamaican
12089,italian
12090,chinese
12091,french
12092,indian
12093,japanese
12094,italian
12095,greek
12096,italian
12098,italian
12099,irish
12100,southern_us
12101,southern_us
12102,mexican
12103,mexican
12104,japanese
12107,thai
12108,italian
12109,japanese
12110,french
12112,moroccan
12113,chinese
12114,italian
12115,italian
12116,southern_us
12117,italian
12118,moroccan
12119,italian
12120,thai
12121,chinese
12122,italian
12124,french
12125,southern_us
12126,filipino
12127,southern_us
12129,italian
12130,chinese
12131,moroccan
12133,british
12134,mexican
12135,mexican
12136,korean
12137,mexican
12138,southern_us
12141,thai
12142,french
12143,southern_us
12144,southern_us
12145,indian
12146,mexican
12147,italian
12149,southern_us
12150,italian
12152,southern_us
12153,korean
12154,southern_us
12156,southern_us
12157,italian
12158,cajun_creole
12160,italian
12161,italian
12162,southern_us
12163,mexican
12164,indian
12165,chinese
12166,british
12168,italian
12170,thai
12171,korean
12172,moroccan
12174,thai
12175,italian
12176,southern_us
12177,french
12179,italian
12180,southern_us
12181,mexican
12182,indian
12183,french
12184,moroccan
12185,indian
12186,filipino
12187,thai
12188,southern_us
12189,mexican
12190,indian
12191,southern_us
12192,french
12196,irish
12198,french
12199,chinese
12200,southern_us
12201,southern_us
12202,thai
12203,mexican
12205,italian
12207,greek
12208,italian
12209,french
12210,italian
12212,chinese
12213,mexican
12214,italian
12215,southern_us
12216,vietnamese
12217,jamaican
12220,filipino
12221,indian
12222,cajun_creole
12223,italian
12224,russian
12225,filipino
12226,cajun_creole
12227,mexican
12228,cajun_creole
12229,italian
12230,indian
12231,italian
12232,southern_us
12235,italian
12236,mexican
12237,italian
12238,jamaican
12239,italian
12240,italian
12241,british
12242,mexican
12243,mexican
12244,indian
12245,italian
12246,french
12247,italian
12248,spanish
12249,cajun_creole
12250,chinese
12251,italian
12253,southern_us
12254,greek
12255,greek
12256,southern_us
12258,mexican
12259,italian
12260,thai
12261,thai
12262,chinese
12265,thai
12266,southern_us
12267,jamaican
12269,indian
12270,mexican
12271,cajun_creole
12273,southern_us
12275,indian
12276,italian
12277,cajun_creole
12278,russian
12279,southern_us
12281,mexican
12282,irish
12284,italian
12285,greek
12286,irish
12289,chinese
12290,southern_us
12291,spanish
12293,southern_us
12294,southern_us
12295,greek
12296,british
12297,mexican
12298,chinese
12300,chinese
12301,chinese
12302,indian
12303,korean
12304,jamaican
12305,thai
12306,chinese
12307,southern_us
12308,indian
12309,british
12310,filipino
12312,mexican
12313,southern_us
12316,french
12317,italian
12318,british
12319,mexican
12320,italian
12321,russian
12322,italian
12323,indian
12324,chinese
12325,italian
12326,thai
12327,mexican
12328,thai
12329,spanish
12330,french
12331,mexican
12332,italian
12333,mexican
12334,indian
12335,irish
12337,indian
12338,southern_us
12340,chinese
12341,italian
12342,italian
12343,jamaican
12344,mexican
12346,french
12347,cajun_creole
12348,italian
12350,italian
12351,cajun_creole
12352,thai
12353,southern_us
12354,southern_us
12355,thai
12356,korean
12358,korean
12359,korean
12361,japanese
12362,spanish
12363,moroccan
12364,indian
12365,italian
12367,mexican
12369,indian
12370,mexican
12372,indian
12373,thai
12374,italian
12377,italian
12378,french
12379,mexican
12381,irish
12383,mexican
12384,mexican
12385,mexican
12386,filipino
12387,irish
12388,italian
12389,italian
12390,southern_us
12391,moroccan
12392,mexican
12393,italian
12394,vietnamese
12395,french
12396,mexican
12397,cajun_creole
12398,chinese
12399,thai
12400,italian
12401,indian
12402,italian
12404,korean
12405,southern_us
12406,mexican
12407,chinese
12409,southern_us
12410,irish
12411,japanese
12412,british
12414,southern_us
12416,japanese
12417,mexican
12419,french
12421,italian
12422,indian
12424,british
12426,spanish
12427,italian
12428,southern_us
12429,japanese
12430,italian
12433,thai
12434,italian
12436,italian
12437,mexican
12438,mexican
12439,mexican
12441,chinese
12442,southern_us
12443,italian
12444,indian
12445,british
12446,greek
12448,indian
12449,italian
12450,spanish
12451,italian
12452,italian
12455,mexican
12456,southern_us
12457,indian
12458,japanese
12459,french
12461,french
12462,irish
12463,italian
12464,british
12465,greek
12466,irish
12467,cajun_creole
12469,vietnamese
12470,greek
12471,italian
12473,thai
12474,thai
12475,vietnamese
12478,chinese
12479,indian
12480,mexican
12482,cajun_creole
12483,moroccan
12484,greek
12485,greek
12486,cajun_creole
12487,french
12488,french
12489,southern_us
12490,southern_us
12491,jamaican
12492,thai
12494,southern_us
12497,french
12499,korean
12500,russian
12501,japanese
12502,italian
12503,vietnamese
12504,french
12505,vietnamese
12506,indian
12507,cajun_creole
12508,italian
12509,mexican
12510,italian
12511,italian
12512,italian
12513,southern_us
12516,mexican
12518,japanese
12520,mexican
12521,southern_us
12522,mexican
12523,mexican
12524,mexican
12525,southern_us
12526,chinese
12527,french
12528,brazilian
12529,mexican
12530,filipino
12531,italian
12532,italian
12534,italian
12536,thai
12537,french
12538,italian
12539,cajun_creole
12540,thai
12541,chinese
12542,thai
12544,mexican
12545,chinese
12546,korean
12547,korean
12548,french
12549,thai
12550,french
12551,southern_us
12552,southern_us
12553,southern_us
12554,southern_us
12555,chinese
12556,mexican
12557,indian
12558,french
12559,french
12561,italian
12562,chinese
12563,italian
12564,italian
12565,filipino
12566,italian
12569,spanish
12571,chinese
12572,jamaican
12573,french
12575,cajun_creole
12576,indian
12577,chinese
12578,mexican
12579,thai
12582,mexican
12583,british
12584,mexican
12585,spanish
12586,russian
12587,southern_us
12590,thai
12591,mexican
12592,italian
12593,chinese
12594,cajun_creole
12596,mexican
12597,mexican
12598,japanese
12599,thai
12600,french
12601,greek
12602,italian
12603,spanish
12604,mexican
12605,vietnamese
12606,spanish
12607,southern_us
12608,mexican
12609,mexican
12610,japanese
12611,mexican
12612,spanish
12613,greek
12614,brazilian
12616,french
12618,southern_us
12619,british
12620,southern_us
12621,italian
12622,mexican
12623,southern_us
12624,mexican
12625,jamaican
12626,italian
12627,thai
12628,indian
12629,mexican
12630,japanese
12631,southern_us
12633,chinese
12634,chinese
12635,greek
12636,chinese
12637,mexican
12639,mexican
12640,italian
12642,korean
12643,mexican
12644,british
12645,italian
12647,french
12648,italian
12649,british
12651,mexican
12652,chinese
12653,chinese
12654,chinese
12655,mexican
12656,cajun_creole
12657,indian
12658,italian
12659,thai
12662,spanish
12663,chinese
12664,mexican
12666,mexican
12667,filipino
12668,french
12669,mexican
12670,chinese
12672,chinese
12673,southern_us
12674,french
12675,mexican
12677,italian
12678,italian
12679,chinese
12680,french
12682,russian
12683,mexican
12685,mexican
12686,southern_us
12688,mexican
12689,cajun_creole
12690,japanese
12691,cajun_creole
12692,mexican
12693,italian
12694,french
12695,mexican
12697,vietnamese
12698,italian
12699,italian
12700,italian
12702,spanish
12703,mexican
12704,italian
12705,mexican
12706,southern_us
12707,southern_us
12708,mexican
12710,italian
12711,italian
12712,mexican
12713,mexican
12714,indian
12716,cajun_creole
12718,chinese
12719,italian
12720,brazilian
12721,indian
12722,mexican
12723,indian
12724,southern_us
12725,spanish
12726,thai
12727,filipino
12728,moroccan
12729,french
12730,italian
12731,thai
12732,southern_us
12733,chinese
12734,italian
12736,spanish
12737,italian
12738,italian
12740,italian
12742,indian
12745,chinese
12747,french
12748,italian
12749,korean
12751,italian
12752,italian
12753,southern_us
12754,indian
12755,italian
12757,italian
12758,filipino
12759,italian
12760,spanish
12761,italian
12763,french
12764,british
12769,italian
12772,southern_us
12773,chinese
12774,cajun_creole
12775,chinese
12776,indian
12778,italian
12779,mexican
12780,korean
12781,mexican
12782,vietnamese
12783,southern_us
12784,italian
12785,korean
12786,italian
12788,greek
12790,mexican
12791,thai
12792,thai
12793,mexican
12794,greek
12795,mexican
12796,korean
12798,indian
12799,southern_us
12800,chinese
12801,mexican
12802,italian
12803,chinese
12804,indian
12805,japanese
12806,southern_us
12807,french
12808,greek
12809,italian
12810,vietnamese
12812,moroccan
12814,thai
12816,cajun_creole
12817,italian
12819,italian
12820,chinese
12821,french
12822,italian
12823,indian
12824,italian
12825,mexican
12826,mexican
12827,spanish
12828,italian
12830,chinese
12831,italian
12832,thai
12833,southern_us
12834,chinese
12835,mexican
12837,japanese
12838,spanish
12839,italian
12840,french
12841,indian
12842,mexican
12843,mexican
12844,italian
12845,mexican
12846,spanish
12847,mexican
12848,chinese
12849,italian
12850,irish
12851,french
12853,moroccan
12855,southern_us
12856,indian
12858,irish
12860,mexican
12861,cajun_creole
12862,thai
12863,thai
12864,italian
12865,mexican
12866,cajun_creole
12868,japanese
12869,southern_us
12872,cajun_creole
12873,thai
12874,mexican
12875,italian
12876,mexican
12877,greek
12879,italian
12880,southern_us
12881,mexican
12883,british
12884,jamaican
12885,brazilian
12886,mexican
12888,mexican
12889,japanese
12892,thai
12893,indian
12894,italian
12895,french
12897,french
12899,mexican
12900,mexican
12901,italian
12902,korean
12903,spanish
12904,japanese
12906,irish
12907,indian
12908,filipino
12909,moroccan
12911,chinese
12912,italian
12913,chinese
12914,italian
12915,chinese
12916,southern_us
12917,italian
12918,italian
12919,southern_us
12920,thai
12921,indian
12922,spanish
12924,indian
12925,italian
12926,southern_us
12928,french
12929,korean
12931,southern_us
12932,mexican
12934,italian
12937,mexican
12938,russian
12939,filipino
12940,chinese
12941,french
12942,italian
12943,italian
12944,chinese
12945,indian
12947,mexican
12948,italian
12950,italian
12951,mexican
12952,japanese
12953,greek
12954,chinese
12955,brazilian
12956,korean
12957,thai
12958,italian
12959,filipino
12960,mexican
12961,japanese
12963,british
12964,italian
12966,korean
12968,cajun_creole
12970,mexican
12971,southern_us
12972,indian
12973,italian
12974,mexican
12975,italian
12976,moroccan
12977,italian
12978,japanese
12979,brazilian
12980,japanese
12981,vietnamese
12982,spanish
12983,italian
12984,thai
12985,mexican
12986,chinese
12987,japanese
12988,southern_us
12990,thai
12991,indian
12992,mexican
12993,mexican
12994,thai
12996,irish
12997,japanese
12998,spanish
12999,japanese
13000,indian
13001,mexican
13002,indian
13003,mexican
13004,italian
13005,chinese
13006,southern_us
13007,italian
13008,irish
13010,korean
13011,french
13012,moroccan
13014,brazilian
13016,mexican
13019,mexican
13020,mexican
13022,southern_us
13024,french
13025,japanese
13026,southern_us
13028,southern_us
13029,jamaican
13030,japanese
13031,cajun_creole
13034,greek
13035,mexican
13037,french
13038,chinese
13039,vietnamese
13040,mexican
13043,italian
13044,mexican
13045,mexican
13047,greek
13048,italian
13049,mexican
13052,italian
13054,italian
13055,chinese
13056,italian
13058,filipino
13059,indian
13060,italian
13062,mexican
13063,mexican
13064,chinese
13065,southern_us
13066,mexican
13067,mexican
13069,thai
13070,mexican
13071,vietnamese
13073,chinese
13074,southern_us
13075,greek
13076,jamaican
13078,cajun_creole
13079,japanese
13080,korean
13082,italian
13083,italian
13084,italian
13085,indian
13086,mexican
13087,italian
13089,thai
13090,italian
13091,southern_us
13092,mexican
13093,southern_us
13094,mexican
13095,cajun_creole
13096,indian
13097,mexican
13098,mexican
13099,indian
13100,thai
13103,italian
13105,spanish
13106,italian
13109,italian
13110,italian
13111,french
13112,greek
13113,italian
13114,italian
13115,southern_us
13116,jamaican
13117,french
13118,mexican
13119,moroccan
13120,japanese
13121,thai
13122,mexican
13124,thai
13126,french
13128,italian
13129,chinese
13130,mexican
13131,french
13132,greek
13133,chinese
13135,italian
13136,southern_us
13137,italian
13138,italian
13139,indian
13140,korean
13141,mexican
13143,french
13144,southern_us
13145,southern_us
13146,indian
13147,jamaican
13148,chinese
13149,french
13150,southern_us
13152,cajun_creole
13156,cajun_creole
13157,korean
13158,vietnamese
13161,french
13162,indian
13163,italian
13164,mexican
13166,italian
13167,indian
13168,french
13169,italian
13170,southern_us
13171,brazilian
13172,italian
13173,indian
13174,thai
13175,mexican
13176,korean
13177,brazilian
13179,mexican
13180,thai
13181,indian
13182,japanese
13184,cajun_creole
13185,italian
13186,southern_us
13187,southern_us
13188,mexican
13189,mexican
13190,cajun_creole
13191,italian
13192,french
13193,italian
13194,italian
13195,italian
13196,korean
13197,russian
13198,irish
13199,italian
13200,thai
13201,indian
13202,italian
13203,thai
13205,southern_us
13206,greek
13207,southern_us
13208,french
13209,mexican
13210,french
13211,japanese
13212,irish
13213,southern_us
13214,french
13215,moroccan
13216,mexican
13217,greek
13218,thai
13219,brazilian
13221,thai
13222,british
13223,southern_us
13225,mexican
13226,cajun_creole
13228,italian
13229,southern_us
13230,chinese
13231,thai
13232,italian
13233,greek
13234,chinese
13236,southern_us
13238,italian
13239,greek
13240,vietnamese
13241,irish
13242,italian
13243,southern_us
13244,cajun_creole
13245,indian
13246,french
13247,indian
13248,italian
13249,italian
13250,cajun_creole
13251,mexican
13252,mexican
13253,mexican
13254,italian
13255,cajun_creole
13257,southern_us
13259,filipino
13260,british
13262,southern_us
13263,italian
13264,moroccan
13265,indian
13266,southern_us
13267,chinese
13268,italian
13269,cajun_creole
13271,thai
13273,mexican
13274,mexican
13275,thai
13276,mexican
13277,italian
13278,spanish
13279,korean
13280,jamaican
13282,southern_us
13283,spanish
13284,chinese
13285,italian
13286,italian
13287,greek
13290,italian
13291,cajun_creole
13293,mexican
13295,southern_us
13296,mexican
13297,mexican
13298,italian
13299,russian
13304,italian
13305,russian
13307,southern_us
13308,italian
13309,italian
13311,greek
13312,southern_us
13313,italian
13314,southern_us
13315,chinese
13316,greek
13317,thai
13318,indian
13319,cajun_creole
13321,indian
13322,indian
13323,filipino
13324,indian
13325,southern_us
13326,italian
13327,mexican
13328,mexican
13329,indian
13330,french
